,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
6376,Western,Gujarat,Koraput,33,Garden,1655,3.5,3.4,241,No,None,Historical,Evening
6377,Southern,Delhi,Jharsuguda,19,Palace,1859,2.3,4.2,302,No,Few,Recreational,Morning
6378,Northern,West Bengal,Gulbarga,26,Beach,1578,2.1,4.0,274,Yes,None,Religious,Morning
6379,Eastern,Uttar Pradesh,Barasat,45,Monument,1987,2.5,4.2,222,No,Many,Religious,Evening
6380,Northern,Uttar Pradesh,Panipat,25,Palace,2022,4.4,3.3,401,Yes,None,Scenic,Evening
6381,Northern,Delhi,Bargarh,28,Beach,1956,3.0,3.3,396,No,Few,Religious,Afternoon
6382,Southern,Gujarat,Mathura,10,Monument,1656,3.8,3.6,287,Yes,None,Historical,Morning
6383,Southern,Gujarat,Mysuru,23,Beach,1744,2.8,4.4,302,Yes,Many,Recreational,Afternoon
6384,Western,Uttar Pradesh,Agra,40,Mosque,2020,4.9,3.7,288,Yes,Few,Historical,Evening
6385,Northern,Odisha,Sonipat,4,Beach,1528,4.7,4.5,227,No,None,Religious,Evening
6386,Western,Delhi,Navsari,41,Beach,1954,2.9,4.1,369,No,None,Historical,Morning
6387,Eastern,Maharashtra,Palakkad,11,Monument,1876,2.4,4.2,240,No,Many,Scenic,Afternoon
6388,Southern,Delhi,Patan,4,Palace,1867,2.4,4.8,211,No,Many,Recreational,Morning
6389,Northern,Delhi,Haldia,33,Garden,2023,2.4,4.1,439,No,None,Recreational,Afternoon
6390,Western,Gujarat,Akola,7,Palace,1760,3.9,4.9,494,Yes,Many,Religious,Evening
6391,Eastern,Maharashtra,Koraput,14,Mosque,1715,4.1,3.7,471,Yes,Few,Religious,Afternoon
6392,Eastern,West Bengal,Amravati,34,Mosque,1662,2.7,4.8,459,Yes,Many,Scenic,Morning
6393,Northern,West Bengal,Akola,46,Garden,1627,4.1,4.1,352,No,Many,Religious,Evening
6394,Southern,Delhi,Malda,26,Market,1513,4.6,3.3,466,No,None,Scenic,Evening
6395,Southern,Maharashtra,Sonipat,12,Beach,1606,4.5,3.5,468,Yes,Many,Scenic,Evening
6396,Northern,Kerala,Palakkad,15,Mosque,1963,2.4,4.8,245,Yes,Few,Recreational,Morning
6397,Northern,Odisha,Latur,24,Market,1677,3.3,4.6,331,No,Few,Historical,Morning
6398,Eastern,Kerala,Hassan,37,Park,1715,3.0,4.2,221,Yes,None,Recreational,Evening
6399,Southern,Uttar Pradesh,Panipat,19,Market,1586,3.1,4.8,462,No,Many,Local,Morning
6400,Southern,Maharashtra,Bardhaman,15,Park,2000,3.4,3.1,238,Yes,None,Religious,Evening
6401,Northern,Odisha,Morbi,39,Garden,1948,4.0,4.4,282,No,Few,Local,Evening
6402,Western,Karnataka,Hassan,21,Market,1648,3.0,3.9,435,Yes,None,Scenic,Morning
6403,Northern,Delhi,Mehsana,11,Garden,1875,4.7,5.0,362,No,None,Recreational,Afternoon
6404,Western,Gujarat,Sonipat,32,Park,1597,4.6,3.5,394,No,None,Religious,Afternoon
6405,Southern,Maharashtra,Koraput,22,Monument,2008,3.8,4.2,412,Yes,Few,Religious,Evening
6406,Western,Delhi,Kasaragod,48,Monument,1562,2.8,4.8,431,No,Few,Recreational,Afternoon
6407,Northern,Gujarat,Basti,36,Palace,1571,3.2,4.9,489,Yes,None,Historical,Afternoon
6408,Southern,Uttar Pradesh,Panipat,17,Palace,1540,2.9,4.2,374,No,Few,Scenic,Evening
6409,Northern,Kerala,Faizabad,4,Monument,1983,2.0,4.8,287,Yes,Many,Religious,Morning
6410,Western,West Bengal,Etawah,35,Mosque,1731,4.7,4.8,448,No,None,Historical,Afternoon
6411,Northern,West Bengal,Shivamogga,15,Park,1591,4.4,3.5,280,Yes,Few,Scenic,Evening
6412,Northern,Uttar Pradesh,Rohtak,31,Park,1671,2.9,3.1,425,Yes,None,Scenic,Afternoon
6413,Western,Delhi,Jharsuguda,18,Garden,2012,2.8,3.9,448,Yes,None,Historical,Afternoon
6414,Eastern,Kerala,Pattamundai,30,Mosque,1869,4.5,3.2,228,Yes,None,Scenic,Afternoon
6415,Northern,Karnataka,Bidar,14,Mosque,1581,4.6,4.2,477,No,Few,Scenic,Afternoon
6416,Eastern,Karnataka,Gulbarga,37,Market,1890,2.2,3.1,284,Yes,None,Historical,Afternoon
6417,Northern,Uttar Pradesh,Shivamogga,18,Beach,1504,2.1,3.5,310,No,Many,Local,Morning
6418,Western,West Bengal,Alappuzha,2,Park,2019,3.2,3.2,211,No,Few,Religious,Evening
6419,Eastern,Karnataka,Hassan,30,Garden,1787,2.5,4.3,420,Yes,None,Religious,Afternoon
6420,Southern,Kerala,Alappuzha,4,Beach,1761,5.0,4.0,278,No,None,Scenic,Morning
6421,Eastern,West Bengal,Agra,44,Palace,1544,4.8,4.5,419,No,Few,Historical,Afternoon
6422,Eastern,Delhi,Basti,21,Monument,1991,2.3,4.5,461,Yes,Many,Religious,Morning
6423,Northern,Kerala,Bidar,15,Palace,1558,2.0,4.6,273,Yes,Few,Recreational,Evening
6424,Southern,Maharashtra,Bidar,46,Beach,1998,2.4,3.3,212,No,Many,Historical,Afternoon
6425,Northern,Maharashtra,Pathanamthitta,30,Garden,1553,2.5,3.1,416,Yes,Many,Scenic,Morning
6426,Northern,Uttar Pradesh,Idukki,9,Park,1996,3.7,3.7,231,No,Few,Historical,Afternoon
6427,Eastern,Karnataka,Barasat,48,Market,1721,4.4,3.4,477,Yes,Many,Scenic,Afternoon
6428,Eastern,Delhi,Akola,35,Garden,2016,4.7,3.5,316,Yes,Few,Scenic,Morning
6429,Eastern,Kerala,Rohtak,38,Monument,1730,4.8,4.7,370,Yes,Few,Local,Morning
6430,Western,Karnataka,Amravati,3,Park,1592,2.3,4.9,484,No,None,Historical,Afternoon
6431,Northern,Maharashtra,Mathura,23,Palace,1837,3.4,4.6,496,Yes,None,Scenic,Afternoon
6432,Northern,Delhi,Idukki,40,Market,1700,4.8,4.1,391,Yes,None,Scenic,Evening
6433,Western,Odisha,Shivamogga,35,Park,1730,4.9,3.5,283,Yes,Few,Recreational,Afternoon
6434,Eastern,Maharashtra,Rohtak,11,Garden,1912,4.5,4.4,221,No,Many,Historical,Morning
6435,Western,Maharashtra,Bargarh,1,Monument,1705,4.1,3.8,404,No,Many,Religious,Morning
6436,Eastern,Uttar Pradesh,Mathura,29,Palace,1860,3.2,3.8,353,Yes,Many,Religious,Evening
6437,Western,Karnataka,Latur,9,Garden,1952,4.8,3.8,209,Yes,Few,Scenic,Afternoon
6438,Southern,Karnataka,Haldia,41,Beach,2021,4.8,3.5,281,No,None,Religious,Evening
6439,Northern,Uttar Pradesh,Jamnagar,8,Park,1567,3.6,4.1,253,No,None,Scenic,Evening
6440,Western,Gujarat,Faizabad,25,Beach,1595,3.5,3.2,464,No,None,Recreational,Evening
6441,Northern,Gujarat,Brahmapur,35,Mosque,1815,3.3,4.5,365,Yes,None,Religious,Afternoon
6442,Eastern,Uttar Pradesh,Saharanpur,35,Beach,1589,4.2,4.5,406,Yes,Many,Scenic,Afternoon
6443,Eastern,Odisha,Shivamogga,9,Beach,1712,4.5,3.2,415,No,None,Religious,Morning
6444,Southern,Uttar Pradesh,Gulbarga,27,Monument,1501,4.1,3.5,423,No,Many,Scenic,Afternoon
6445,Southern,Delhi,Navsari,3,Garden,1602,2.2,4.1,359,No,Many,Recreational,Morning
6446,Eastern,Odisha,Hassan,34,Market,1502,3.7,3.2,376,Yes,Many,Local,Evening
6447,Eastern,West Bengal,Pathanamthitta,50,Park,1857,3.5,4.2,375,Yes,Many,Scenic,Morning
6448,Northern,West Bengal,Hassan,13,Beach,1772,4.6,5.0,475,No,None,Recreational,Morning
6449,Northern,Maharashtra,Rewari,31,Park,1801,4.8,4.8,363,Yes,Few,Recreational,Afternoon
6450,Western,Gujarat,Palakkad,41,Monument,1923,2.2,3.7,331,No,Many,Historical,Afternoon
6451,Northern,Uttar Pradesh,Palakkad,4,Palace,1536,2.1,3.3,323,Yes,None,Recreational,Morning
6452,Southern,Delhi,Amravati,16,Palace,1587,4.8,4.7,391,No,None,Local,Evening
6453,Northern,Gujarat,Palakkad,48,Park,1920,3.6,3.2,497,Yes,Many,Religious,Morning
6454,Northern,Gujarat,Jharsuguda,18,Monument,1757,3.1,3.4,225,No,Many,Religious,Evening
6455,Northern,Kerala,Rewari,47,Palace,1594,2.5,4.0,277,Yes,None,Scenic,Morning
6456,Eastern,West Bengal,Sangli,5,Park,1545,3.8,3.6,315,No,Few,Religious,Afternoon
6457,Eastern,Delhi,Haldia,10,Mosque,1714,4.3,3.7,368,No,None,Historical,Afternoon
6458,Eastern,Odisha,Mehsana,44,Park,1977,2.9,4.8,395,No,Few,Scenic,Evening
6459,Eastern,Gujarat,Rohtak,50,Garden,1946,3.3,3.7,423,No,Many,Local,Afternoon
6460,Eastern,Uttar Pradesh,Balasore,4,Mosque,1663,4.8,3.3,291,No,Few,Religious,Afternoon
6461,Southern,Gujarat,Thrissur,38,Market,1693,2.2,4.1,470,No,None,Historical,Afternoon
6462,Eastern,Uttar Pradesh,Navsari,44,Monument,1723,4.3,4.7,455,Yes,Many,Historical,Afternoon
6463,Eastern,Karnataka,Bahadurgarh,1,Park,1699,2.9,3.5,380,No,None,Historical,Afternoon
6464,Southern,Karnataka,Chandrapur,45,Mosque,1747,4.3,4.0,489,Yes,Many,Historical,Morning
6465,Western,West Bengal,Hassan,8,Garden,1678,3.3,3.3,280,No,None,Local,Afternoon
6466,Eastern,Maharashtra,Sonipat,7,Monument,1696,5.0,3.6,421,No,None,Local,Afternoon
6467,Southern,West Bengal,Bargarh,42,Market,1669,2.2,3.7,276,No,None,Local,Evening
6468,Southern,Gujarat,Jharsuguda,36,Market,1861,4.3,3.4,290,No,Few,Scenic,Afternoon
6469,Eastern,Karnataka,Agra,29,Palace,1909,4.0,4.2,491,Yes,Many,Local,Evening
6470,Western,Gujarat,Bareilly,48,Palace,1736,3.8,3.7,316,No,Few,Historical,Morning
6471,Eastern,Uttar Pradesh,Sangli,15,Monument,2017,4.4,4.2,402,No,Few,Local,Evening
6472,Eastern,Delhi,Raichur,49,Market,1720,2.0,4.2,258,Yes,Many,Historical,Evening
6473,Eastern,Odisha,Pathanamthitta,41,Beach,1545,3.1,3.8,322,No,Few,Recreational,Morning
6474,Western,Odisha,Barasat,5,Palace,1559,4.3,4.4,400,No,None,Recreational,Afternoon
6475,Northern,Kerala,Pathanamthitta,50,Market,1503,4.5,3.4,365,No,Few,Historical,Morning
6476,Eastern,West Bengal,Haldia,43,Palace,1890,2.1,4.2,417,Yes,None,Local,Evening
6477,Western,Uttar Pradesh,Kharagpur,7,Palace,2019,3.8,4.2,418,Yes,Few,Scenic,Morning
6478,Southern,Karnataka,Sangli,24,Market,1732,3.0,4.8,223,No,None,Local,Afternoon
6479,Southern,Kerala,Bardhaman,42,Monument,1546,2.9,5.0,336,No,Many,Historical,Morning
6480,Northern,Kerala,Bahadurgarh,36,Monument,1641,4.7,3.8,457,Yes,None,Religious,Morning
6481,Western,Karnataka,Jhansi,32,Market,1911,3.0,3.7,221,Yes,Few,Historical,Evening
6482,Northern,Uttar Pradesh,Bareilly,44,Garden,1673,3.9,3.4,367,No,Many,Recreational,Morning
6483,Northern,Odisha,Alappuzha,35,Park,1780,4.7,4.0,245,Yes,Few,Local,Evening
6484,Southern,Maharashtra,Mehsana,32,Park,1808,3.3,4.2,287,No,Many,Scenic,Afternoon
6485,Western,Kerala,Anand,27,Monument,1573,2.5,4.0,341,Yes,Few,Religious,Morning
6486,Eastern,Odisha,Pathanamthitta,1,Palace,1858,2.2,3.9,293,No,Many,Religious,Evening
6487,Southern,Maharashtra,Panipat,25,Palace,1662,2.8,4.1,346,No,Many,Local,Afternoon
6488,Western,Maharashtra,Kottayam,11,Garden,1602,2.2,3.9,352,No,Many,Historical,Morning
6489,Northern,Gujarat,Thrissur,3,Mosque,1730,3.2,4.4,447,No,None,Recreational,Morning
6490,Eastern,Delhi,Sonipat,33,Beach,1589,3.5,4.1,259,Yes,Few,Local,Afternoon
6491,Northern,West Bengal,Jamnagar,24,Park,1801,4.1,4.7,330,Yes,Few,Religious,Morning
6492,Southern,Gujarat,Valsad,21,Garden,1901,3.0,4.6,357,Yes,Many,Historical,Afternoon
6493,Northern,Uttar Pradesh,Latur,35,Garden,1641,4.5,3.5,310,Yes,Many,Recreational,Morning
6494,Southern,West Bengal,Alappuzha,26,Park,1960,2.8,3.8,344,Yes,Few,Recreational,Morning
6495,Northern,Kerala,Jharsuguda,45,Palace,2002,2.5,4.3,339,Yes,Many,Religious,Morning
6496,Western,Delhi,Kharagpur,31,Market,2016,4.9,3.9,472,No,None,Religious,Morning
6497,Southern,Karnataka,Thrissur,38,Palace,1613,4.4,3.2,363,No,Many,Religious,Afternoon
6498,Eastern,Karnataka,Brahmapur,33,Palace,1516,2.9,3.8,357,No,None,Local,Evening
6499,Eastern,Kerala,Morbi,2,Park,1638,3.8,3.2,337,Yes,None,Religious,Morning
6500,Eastern,Gujarat,Krishnanagar,43,Mosque,1678,4.2,4.9,465,No,Many,Recreational,Evening
6501,Eastern,Gujarat,Sonipat,45,Beach,1742,2.6,3.6,414,No,Many,Religious,Afternoon
6502,Eastern,Odisha,Rewari,12,Beach,1671,4.3,5.0,335,Yes,Many,Local,Afternoon
6503,Southern,Karnataka,Jamnagar,31,Mosque,1530,5.0,4.0,455,Yes,Many,Religious,Evening
6504,Southern,Maharashtra,Bardhaman,17,Palace,1876,2.4,3.1,360,Yes,None,Recreational,Morning
6505,Southern,Uttar Pradesh,Bargarh,1,Mosque,1738,3.9,3.4,325,No,Many,Religious,Afternoon
6506,Northern,Uttar Pradesh,Agra,12,Market,1744,3.4,4.2,222,Yes,None,Recreational,Afternoon
6507,Southern,Delhi,Jharsuguda,2,Market,1866,3.4,3.5,433,No,Few,Historical,Morning
6508,Eastern,Delhi,Etawah,2,Garden,1824,4.0,4.0,412,Yes,Many,Local,Morning
6509,Northern,Kerala,Kharagpur,23,Garden,1586,3.1,4.2,262,Yes,Many,Recreational,Morning
6510,Western,Delhi,Rohtak,9,Monument,1932,2.0,4.4,234,Yes,None,Historical,Morning
6511,Eastern,Karnataka,Faizabad,17,Beach,2005,3.6,3.3,375,Yes,None,Recreational,Morning
6512,Eastern,Karnataka,Basti,33,Palace,1932,3.4,3.4,325,No,None,Local,Afternoon
6513,Eastern,Gujarat,Mathura,10,Beach,1645,3.0,4.1,284,Yes,Few,Local,Afternoon
6514,Eastern,Odisha,Jhansi,19,Monument,1710,3.5,5.0,352,No,Few,Religious,Afternoon
6515,Northern,West Bengal,Brahmapur,32,Palace,1890,2.1,4.2,445,No,Many,Scenic,Afternoon
6516,Northern,Maharashtra,Faizabad,47,Park,1960,2.0,4.7,233,No,Many,Religious,Afternoon
6517,Western,Karnataka,Gulbarga,46,Mosque,1649,4.8,3.4,395,Yes,Few,Religious,Morning
6518,Eastern,Uttar Pradesh,Panipat,20,Beach,1949,4.6,3.9,399,No,Many,Historical,Morning
6519,Western,Uttar Pradesh,Krishnanagar,35,Beach,1693,2.3,4.2,479,Yes,None,Religious,Afternoon
6520,Western,Kerala,Sangli,19,Palace,1743,4.6,4.4,417,Yes,None,Recreational,Morning
6521,Southern,Maharashtra,Mysuru,17,Garden,1647,2.0,4.7,300,No,None,Historical,Afternoon
6522,Western,Delhi,Hisar,35,Garden,1845,4.0,4.2,437,Yes,None,Local,Morning
6523,Northern,Odisha,Krishnanagar,18,Beach,1632,4.2,4.3,497,No,Few,Religious,Afternoon
6524,Northern,Karnataka,Jhansi,21,Market,1773,2.7,3.0,238,No,None,Historical,Evening
6525,Eastern,Uttar Pradesh,Latur,12,Monument,1868,2.6,3.3,243,No,Many,Local,Evening
6526,Eastern,Kerala,Rayagada,44,Market,2009,4.7,3.7,297,Yes,Many,Historical,Afternoon
6527,Eastern,Maharashtra,Rohtak,24,Garden,1694,4.1,4.1,251,Yes,Few,Local,Evening
6528,Eastern,Gujarat,Anand,21,Market,1985,3.2,4.6,403,Yes,None,Religious,Afternoon
6529,Northern,Karnataka,Alappuzha,15,Palace,1542,3.7,4.1,415,Yes,None,Recreational,Afternoon
6530,Southern,Gujarat,Chandrapur,34,Park,1929,3.8,3.0,333,Yes,Few,Scenic,Morning
6531,Eastern,Kerala,Faizabad,31,Palace,1881,2.1,3.9,432,Yes,None,Religious,Evening
6532,Southern,Odisha,Jalna,44,Market,1873,2.6,4.5,497,Yes,Many,Scenic,Afternoon
6533,Northern,Karnataka,Etawah,30,Park,1670,3.5,3.0,305,Yes,Few,Scenic,Afternoon
6534,Western,Maharashtra,Rohtak,43,Monument,1940,2.6,3.9,468,Yes,Few,Historical,Morning
6535,Eastern,Uttar Pradesh,Thrissur,17,Beach,1583,4.1,3.6,207,Yes,Many,Historical,Morning
6536,Eastern,Delhi,Shivamogga,38,Beach,1694,2.6,5.0,220,No,None,Historical,Morning
6537,Western,Kerala,Barasat,19,Palace,1847,2.7,4.9,421,Yes,Few,Recreational,Evening
6538,Western,Odisha,Brahmapur,28,Beach,1953,4.6,4.8,390,No,Many,Scenic,Afternoon
6539,Western,West Bengal,Haldia,20,Mosque,1926,3.0,3.8,298,No,Many,Local,Evening
6540,Northern,Kerala,Akola,31,Park,1857,3.4,3.3,433,Yes,Many,Religious,Evening
6541,Eastern,Gujarat,Raichur,19,Park,1506,4.7,4.2,447,Yes,Many,Local,Afternoon
6542,Eastern,Delhi,Rayagada,40,Market,1505,3.7,4.9,306,Yes,None,Local,Morning
6543,Northern,Kerala,Patan,20,Beach,1669,4.7,4.7,378,No,Few,Historical,Afternoon
6544,Eastern,Karnataka,Malda,2,Park,1508,3.6,4.6,202,Yes,Few,Religious,Morning
6545,Eastern,Gujarat,Amravati,7,Market,1885,2.2,4.6,454,Yes,Many,Local,Morning
6546,Eastern,Gujarat,Shivamogga,12,Market,1541,4.7,4.3,441,No,None,Religious,Morning
6547,Northern,Uttar Pradesh,Bardhaman,9,Park,1942,3.3,3.4,200,No,Few,Religious,Evening
6548,Western,Uttar Pradesh,Alappuzha,24,Mosque,1594,4.6,4.7,415,No,None,Scenic,Evening
6549,Eastern,Delhi,Thrissur,14,Mosque,1750,3.2,3.6,473,No,Many,Religious,Evening
6550,Western,Uttar Pradesh,Gulbarga,30,Market,1797,4.2,4.4,286,Yes,Few,Religious,Evening
6551,Western,Maharashtra,Raichur,11,Garden,1817,2.4,4.1,265,Yes,Few,Religious,Afternoon
6552,Eastern,Kerala,Sonipat,15,Garden,1740,3.1,3.2,409,Yes,None,Historical,Evening
6553,Northern,Gujarat,Bargarh,14,Mosque,1931,4.5,4.8,295,No,None,Historical,Afternoon
6554,Eastern,Karnataka,Bareilly,1,Palace,1995,3.1,4.8,273,Yes,Few,Religious,Afternoon
6555,Northern,West Bengal,Idukki,47,Market,1582,3.3,4.1,389,No,Few,Historical,Afternoon
6556,Northern,Maharashtra,Bargarh,47,Monument,1978,3.6,3.8,204,Yes,Few,Recreational,Evening
6557,Western,Kerala,Thrissur,13,Palace,1912,2.8,3.1,299,Yes,Many,Religious,Evening
6558,Southern,West Bengal,Jalna,41,Park,1915,3.8,5.0,405,Yes,Few,Recreational,Evening
6559,Western,Delhi,Valsad,29,Monument,1527,2.5,3.1,233,Yes,None,Historical,Afternoon
6560,Southern,Delhi,Chandrapur,46,Palace,1940,2.1,3.0,425,Yes,None,Historical,Morning
6561,Northern,Karnataka,Hisar,5,Mosque,1867,4.1,4.1,314,Yes,Many,Local,Morning
6562,Western,Uttar Pradesh,Pattamundai,48,Palace,1794,4.1,3.9,499,Yes,Few,Religious,Morning
6563,Southern,Karnataka,Bardhaman,16,Market,1951,4.6,3.5,278,No,Few,Historical,Morning
6564,Northern,Maharashtra,Jalna,2,Beach,1926,4.3,4.5,279,No,None,Scenic,Afternoon
6565,Northern,West Bengal,Navsari,11,Park,1961,2.8,4.4,379,Yes,Many,Recreational,Evening
6566,Western,Delhi,Krishnanagar,28,Beach,1576,3.2,3.4,428,No,None,Religious,Morning
6567,Northern,Kerala,Brahmapur,31,Monument,1627,3.8,3.2,242,Yes,None,Religious,Morning
6568,Western,Delhi,Kottayam,50,Mosque,1795,3.6,4.5,242,No,None,Historical,Morning
6569,Western,Odisha,Amravati,13,Mosque,1532,4.6,3.6,232,No,Few,Local,Evening
6570,Western,Karnataka,Morbi,2,Beach,1708,3.2,3.1,221,Yes,None,Religious,Evening
6571,Western,Delhi,Bidar,27,Market,1913,3.8,3.1,446,No,Many,Scenic,Evening
6572,Eastern,Uttar Pradesh,Palakkad,12,Market,1529,2.2,4.1,487,No,Many,Historical,Morning
6573,Western,Uttar Pradesh,Sonipat,44,Park,1648,2.4,3.6,253,No,Few,Historical,Afternoon
6574,Southern,Odisha,Kharagpur,13,Palace,1575,2.0,3.8,277,Yes,Many,Religious,Morning
6575,Northern,Maharashtra,Palakkad,41,Market,1799,4.0,3.3,380,No,None,Scenic,Afternoon
6576,Northern,Delhi,Amravati,12,Beach,1762,4.5,3.9,342,No,Few,Local,Morning
6577,Northern,Karnataka,Morbi,9,Mosque,1804,3.7,4.5,275,No,Few,Recreational,Evening
6578,Southern,Kerala,Idukki,49,Market,1662,4.7,3.3,412,Yes,None,Recreational,Evening
6579,Northern,Karnataka,Panipat,35,Park,1606,2.7,4.6,245,No,Few,Scenic,Evening
6580,Northern,Kerala,Malda,41,Market,1694,3.7,4.9,346,No,None,Recreational,Morning
6581,Southern,Karnataka,Malda,44,Monument,1551,3.3,4.5,307,No,Many,Scenic,Afternoon
6582,Northern,Uttar Pradesh,Anand,8,Beach,1951,4.1,3.5,365,No,None,Historical,Evening
6583,Northern,Kerala,Agra,17,Monument,2022,4.3,4.1,396,Yes,None,Scenic,Morning
6584,Eastern,Kerala,Morbi,42,Monument,1811,4.0,3.5,349,No,None,Local,Afternoon
6585,Western,Kerala,Bahadurgarh,13,Beach,1932,4.3,4.8,222,Yes,Many,Historical,Afternoon
6586,Southern,Odisha,Balasore,47,Garden,1594,2.2,4.3,243,Yes,Few,Scenic,Afternoon
6587,Southern,Maharashtra,Mysuru,16,Mosque,2019,3.1,3.6,267,Yes,Many,Local,Evening
6588,Northern,Karnataka,Rewari,43,Garden,1847,2.6,4.9,483,Yes,Few,Historical,Morning
6589,Northern,Karnataka,Kharagpur,1,Monument,1884,2.7,4.0,293,Yes,Many,Historical,Evening
6590,Southern,Gujarat,Valsad,3,Garden,1981,3.5,3.4,401,Yes,Many,Recreational,Morning
6591,Southern,Kerala,Agra,3,Beach,1560,4.4,3.5,250,Yes,Few,Recreational,Morning
6592,Western,West Bengal,Latur,47,Garden,1758,2.7,4.7,383,No,Many,Scenic,Evening
6593,Northern,Odisha,Jharsuguda,11,Park,1885,4.8,3.3,264,No,Few,Historical,Afternoon
6594,Eastern,West Bengal,Basti,33,Monument,1619,2.5,4.6,357,No,Many,Religious,Morning
6595,Northern,Kerala,Saharanpur,8,Garden,1648,4.2,4.7,465,No,None,Local,Afternoon
6596,Eastern,Karnataka,Chandrapur,49,Park,1700,2.9,4.0,368,Yes,None,Local,Evening
6597,Northern,Uttar Pradesh,Rohtak,32,Mosque,1983,3.6,4.8,317,Yes,Few,Religious,Evening
6598,Western,Uttar Pradesh,Jamnagar,11,Mosque,1552,3.3,3.8,309,Yes,None,Religious,Morning
6599,Eastern,Maharashtra,Bidar,47,Monument,1788,3.2,5.0,332,Yes,Few,Local,Evening
6600,Northern,Maharashtra,Mehsana,44,Mosque,1876,2.1,4.5,391,No,Many,Scenic,Evening
6601,Northern,Odisha,Barasat,5,Monument,1537,5.0,3.1,487,Yes,Many,Historical,Evening
6602,Western,Karnataka,Pattamundai,32,Beach,1735,3.1,4.7,230,Yes,Many,Scenic,Morning
6603,Northern,Odisha,Bidar,22,Palace,1634,3.1,3.8,419,No,Many,Historical,Afternoon
6604,Southern,Delhi,Hisar,36,Park,1846,4.6,4.0,272,No,Few,Scenic,Afternoon
6605,Western,Delhi,Chandrapur,6,Park,1897,3.5,5.0,463,Yes,None,Scenic,Afternoon
6606,Eastern,Gujarat,Palakkad,28,Park,1665,2.3,3.5,314,No,Many,Recreational,Evening
6607,Southern,Maharashtra,Haldia,12,Park,1830,3.4,4.7,491,No,Many,Religious,Morning
6608,Southern,Uttar Pradesh,Malda,43,Park,1760,3.7,3.5,293,Yes,None,Scenic,Morning
6609,Western,Odisha,Gulbarga,19,Garden,2012,2.1,5.0,332,No,Few,Scenic,Morning
6610,Northern,Odisha,Panipat,21,Monument,1575,3.7,4.9,311,No,None,Local,Morning
6611,Western,Delhi,Malda,7,Mosque,1626,3.9,3.7,213,Yes,Many,Religious,Evening
6612,Western,Delhi,Bareilly,39,Monument,1584,4.1,3.6,265,Yes,None,Scenic,Evening
6613,Northern,Odisha,Krishnanagar,23,Park,1622,2.5,4.5,470,Yes,Many,Recreational,Afternoon
6614,Southern,Odisha,Navsari,11,Beach,1556,4.3,3.4,404,Yes,Many,Historical,Evening
6615,Eastern,West Bengal,Sangli,31,Monument,1703,2.4,4.9,354,Yes,Few,Recreational,Evening
6616,Northern,Odisha,Kharagpur,34,Beach,1795,5.0,3.9,389,No,Many,Scenic,Evening
6617,Northern,Karnataka,Panipat,29,Garden,1686,2.8,3.3,298,No,Few,Historical,Afternoon
6618,Eastern,Maharashtra,Sangli,2,Palace,1525,4.0,3.9,255,No,Many,Recreational,Afternoon
6619,Eastern,Odisha,Hisar,4,Garden,1838,4.8,3.3,304,Yes,Many,Recreational,Evening
6620,Western,Odisha,Valsad,6,Palace,1530,4.2,3.3,457,No,Many,Scenic,Evening
6621,Eastern,Uttar Pradesh,Kasaragod,6,Market,1840,3.1,3.5,438,No,Few,Historical,Afternoon
6622,Eastern,West Bengal,Gulbarga,21,Park,1753,3.1,3.7,407,No,None,Religious,Morning
6623,Northern,Odisha,Saharanpur,31,Park,1882,4.1,5.0,334,Yes,Few,Religious,Afternoon
6624,Northern,Delhi,Mysuru,36,Beach,1538,4.5,4.5,478,Yes,Few,Historical,Afternoon
6625,Western,Uttar Pradesh,Idukki,25,Mosque,1941,2.3,3.3,216,Yes,Many,Recreational,Afternoon
6626,Southern,Karnataka,Jharsuguda,49,Market,1643,2.5,3.8,489,No,Few,Local,Morning
6627,Northern,Delhi,Morbi,20,Mosque,1618,3.2,3.3,492,No,Few,Recreational,Afternoon
6628,Western,West Bengal,Gulbarga,15,Palace,1676,5.0,4.4,297,Yes,None,Religious,Evening
6629,Western,Maharashtra,Agra,15,Beach,1776,3.9,3.4,327,No,Many,Historical,Evening
6630,Eastern,Maharashtra,Chandrapur,5,Palace,1606,4.7,3.1,407,No,Many,Recreational,Afternoon
6631,Northern,Uttar Pradesh,Bardhaman,47,Beach,1677,2.3,4.1,270,Yes,Many,Local,Morning
6632,Eastern,Gujarat,Brahmapur,20,Garden,1751,2.7,4.3,267,No,Few,Religious,Afternoon
6633,Northern,Kerala,Pathanamthitta,41,Beach,1934,4.5,4.9,255,No,None,Religious,Evening
6634,Eastern,Delhi,Haldia,46,Mosque,1948,2.4,4.4,424,No,Few,Historical,Morning
6635,Southern,Uttar Pradesh,Jhansi,33,Palace,1660,2.8,3.1,214,Yes,Many,Recreational,Evening
6636,Western,Karnataka,Valsad,3,Mosque,1810,2.2,3.8,452,Yes,Few,Historical,Evening
6637,Southern,Gujarat,Jalna,4,Market,1751,3.3,4.8,215,Yes,None,Scenic,Afternoon
6638,Northern,Odisha,Agra,20,Garden,1717,2.9,3.6,454,Yes,Many,Religious,Morning
6639,Western,Uttar Pradesh,Patan,11,Monument,1762,4.1,4.3,217,No,None,Local,Morning
